ReportID,Fecha,Capitulo,TipoRecurso,CodigoRecurso,Recurso,Cantidad,Unidad,CostoUnitario
REP-SYN-0035,2026-06-23,EST-CON,Mano de Obra,LH-OFI,Oficial de Obra Civil,7,Hora Hombre,18
REP-SYN-0035,2026-06-23,EST-CON,Mano de Obra,LH-PEO,Peón de Construcción,16,Hora Hombre,14.5
REP-SYN-0035,2026-06-23,EST-CON,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),16.3,Bolsa,24.5
REP-SYN-0035,2026-06-23,EST-CON,Material,MAT-ACE,Acero de refuerzo corrugado fy=4200 kg/cm2,321.14,kg,4.8
REP-SYN-0035,2026-06-23,EST-CON,Material,MAT-ARE,Arena gruesa para mezclas,2.38,m3,65
REP-SYN-0035,2026-06-23,EST-CON,Material,MAT-PIE,"Piedra chancada de 1/2""",3.68,m3,72
REP-SYN-0035,2026-06-23,EST-CON,Equipo,EQ-MEZ,Mezcladora de concreto trompo 9p3,6.4,Hora Máquina,15
REP-SYN-0035,2026-06-23,EST-CON,Equipo,EQ-VIB,"Vibradora de concreto naftera 2""",4.88,Hora Máquina,8.5
REP-SYN-0036,2026-06-24,EST-CON,Mano de Obra,LH-CAP,Capataz de Edificación,14,Hora Hombre,28
REP-SYN-0036,2026-06-24,EST-CON,Mano de Obra,LH-OPE,Operario de Obra Civil,16,Hora Hombre,22.5
REP-SYN-0036,2026-06-24,EST-CON,Mano de Obra,LH-OFI,Oficial de Obra Civil,21,Hora Hombre,18
REP-SYN-0036,2026-06-24,EST-CON,Mano de Obra,LH-PEO,Peón de Construcción,8,Hora Hombre,14.5
REP-SYN-0036,2026-06-24,EST-CON,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),56.01,Bolsa,24.5
REP-SYN-0036,2026-06-24,EST-CON,Material,MAT-ACE,Acero de refuerzo corrugado fy=4200 kg/cm2,253.39,kg,4.8
REP-SYN-0036,2026-06-24,EST-CON,Material,MAT-ARE,Arena gruesa para mezclas,2.99,m3,65
REP-SYN-0036,2026-06-24,EST-CON,Material,MAT-PIE,"Piedra chancada de 1/2""",1.02,m3,72
REP-SYN-0036,2026-06-24,EST-CON,Equipo,EQ-MEZ,Mezcladora de concreto trompo 9p3,7.12,Hora Máquina,15
REP-SYN-0036,2026-06-24,EST-CON,Equipo,EQ-VIB,"Vibradora de concreto naftera 2""",4.88,Hora Máquina,8.5
REP-SYN-0037,2026-06-25,EST-CON,Mano de Obra,LH-CAP,Capataz de Edificación,27,Hora Hombre,28
REP-SYN-0037,2026-06-25,EST-CON,Mano de Obra,LH-OPE,Operario de Obra Civil,16,Hora Hombre,22.5
REP-SYN-0037,2026-06-25,EST-CON,Mano de Obra,LH-OFI,Oficial de Obra Civil,32,Hora Hombre,18
REP-SYN-0037,2026-06-25,EST-CON,Mano de Obra,LH-PEO,Peón de Construcción,8,Hora Hombre,14.5
REP-SYN-0037,2026-06-25,EST-CON,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),26.22,Bolsa,24.5
REP-SYN-0037,2026-06-25,EST-CON,Material,MAT-ACE,Acero de refuerzo corrugado fy=4200 kg/cm2,183.28,kg,4.8
REP-SYN-0037,2026-06-25,EST-CON,Material,MAT-ARE,Arena gruesa para mezclas,3.3,m3,65
REP-SYN-0037,2026-06-25,EST-CON,Material,MAT-PIE,"Piedra chancada de 1/2""",3.95,m3,72
REP-SYN-0037,2026-06-25,EST-CON,Equipo,EQ-MEZ,Mezcladora de concreto trompo 9p3,7.12,Hora Máquina,15
REP-SYN-0037,2026-06-25,EST-CON,Equipo,EQ-VIB,"Vibradora de concreto naftera 2""",5.52,Hora Máquina,8.5
REP-SYN-0038,2026-06-26,EST-CON,Mano de Obra,LH-CAP,Capataz de Edificación,16,Hora Hombre,28
REP-SYN-0038,2026-06-26,EST-CON,Mano de Obra,LH-OPE,Operario de Obra Civil,16,Hora Hombre,22.5
REP-SYN-0038,2026-06-26,EST-CON,Mano de Obra,LH-OFI,Oficial de Obra Civil,16,Hora Hombre,18
REP-SYN-0038,2026-06-26,EST-CON,Mano de Obra,LH-PEO,Peón de Construcción,18,Hora Hombre,14.5
REP-SYN-0038,2026-06-26,EST-CON,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),52.3,Bolsa,24.5
REP-SYN-0038,2026-06-26,EST-CON,Material,MAT-ACE,Acero de refuerzo corrugado fy=4200 kg/cm2,359.93,kg,4.8
REP-SYN-0038,2026-06-26,EST-CON,Material,MAT-ARE,Arena gruesa para mezclas,1.4,m3,65
REP-SYN-0038,2026-06-26,EST-CON,Material,MAT-PIE,"Piedra chancada de 1/2""",1.02,m3,72
REP-SYN-0038,2026-06-26,EST-CON,Equipo,EQ-MEZ,Mezcladora de concreto trompo 9p3,5.68,Hora Máquina,15
REP-SYN-0038,2026-06-26,EST-CON,Equipo,EQ-VIB,"Vibradora de concreto naftera 2""",6.96,Hora Máquina,8.5
REP-SYN-0039,2026-06-27,EST-CON,Mano de Obra,LH-CAP,Capataz de Edificación,10,Hora Hombre,28
REP-SYN-0039,2026-06-27,EST-CON,Mano de Obra,LH-OPE,Operario de Obra Civil,12,Hora Hombre,22.5
REP-SYN-0039,2026-06-27,EST-CON,Mano de Obra,LH-OFI,Oficial de Obra Civil,18,Hora Hombre,18
REP-SYN-0039,2026-06-27,EST-CON,Mano de Obra,LH-PEO,Peón de Construcción,24,Hora Hombre,14.5
REP-SYN-0039,2026-06-27,EST-CON,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),32.81,Bolsa,24.5
REP-SYN-0039,2026-06-27,EST-CON,Material,MAT-ACE,Acero de refuerzo corrugado fy=4200 kg/cm2,142.52,kg,4.8
REP-SYN-0039,2026-06-27,EST-CON,Material,MAT-ARE,Arena gruesa para mezclas,1.22,m3,65
REP-SYN-0039,2026-06-27,EST-CON,Material,MAT-PIE,"Piedra chancada de 1/2""",3.75,m3,72
REP-SYN-0039,2026-06-27,EST-CON,Equipo,EQ-MEZ,Mezcladora de concreto trompo 9p3,4.32,Hora Máquina,15
REP-SYN-0039,2026-06-27,EST-CON,Equipo,EQ-VIB,"Vibradora de concreto naftera 2""",4.86,Hora Máquina,8.5
REP-SYN-0040,2026-06-28,EST-CON,Mano de Obra,LH-CAP,Capataz de Edificación,6,Hora Hombre,28
REP-SYN-0040,2026-06-28,EST-CON,Mano de Obra,LH-OPE,Operario de Obra Civil,18,Hora Hombre,22.5
REP-SYN-0040,2026-06-28,EST-CON,Mano de Obra,LH-OFI,Oficial de Obra Civil,18,Hora Hombre,18
REP-SYN-0040,2026-06-28,EST-CON,Mano de Obra,LH-PEO,Peón de Construcción,24,Hora Hombre,14.5
REP-SYN-0040,2026-06-28,EST-CON,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),13.31,Bolsa,24.5
REP-SYN-0040,2026-06-28,EST-CON,Material,MAT-ACE,Acero de refuerzo corrugado fy=4200 kg/cm2,252.81,kg,4.8
REP-SYN-0040,2026-06-28,EST-CON,Material,MAT-ARE,Arena gruesa para mezclas,1.96,m3,65
REP-SYN-0040,2026-06-28,EST-CON,Material,MAT-PIE,"Piedra chancada de 1/2""",3.58,m3,72
REP-SYN-0040,2026-06-28,EST-CON,Equipo,EQ-MEZ,Mezcladora de concreto trompo 9p3,4.74,Hora Máquina,15
REP-SYN-0040,2026-06-28,EST-CON,Equipo,EQ-VIB,"Vibradora de concreto naftera 2""",4.62,Hora Máquina,8.5
REP-SYN-0041,2026-06-29,EST-CON,Mano de Obra,LH-CAP,Capataz de Edificación,9,Hora Hombre,28
REP-SYN-0041,2026-06-29,EST-CON,Mano de Obra,LH-OPE,Operario de Obra Civil,16,Hora Hombre,22.5
REP-SYN-0041,2026-06-29,EST-CON,Mano de Obra,LH-OFI,Oficial de Obra Civil,24,Hora Hombre,18
REP-SYN-0041,2026-06-29,EST-CON,Mano de Obra,LH-PEO,Peón de Construcción,9,Hora Hombre,14.5
REP-SYN-0041,2026-06-29,EST-CON,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),31.78,Bolsa,24.5
REP-SYN-0041,2026-06-29,EST-CON,Material,MAT-ACE,Acero de refuerzo corrugado fy=4200 kg/cm2,102.8,kg,4.8
REP-SYN-0041,2026-06-29,EST-CON,Material,MAT-ARE,Arena gruesa para mezclas,2.91,m3,65
REP-SYN-0041,2026-06-29,EST-CON,Material,MAT-PIE,"Piedra chancada de 1/2""",1.57,m3,72
REP-SYN-0041,2026-06-29,EST-CON,Equipo,EQ-MEZ,Mezcladora de concreto trompo 9p3,6.72,Hora Máquina,15
REP-SYN-0041,2026-06-29,EST-CON,Equipo,EQ-VIB,"Vibradora de concreto naftera 2""",5.52,Hora Máquina,8.5
REP-SYN-0042,2026-06-30,EST-CON,Mano de Obra,LH-CAP,Capataz de Edificación,6,Hora Hombre,28
REP-SYN-0042,2026-06-30,EST-CON,Mano de Obra,LH-OPE,Operario de Obra Civil,18,Hora Hombre,22.5
REP-SYN-0042,2026-06-30,EST-CON,Mano de Obra,LH-OFI,Oficial de Obra Civil,12,Hora Hombre,18
REP-SYN-0042,2026-06-30,EST-CON,Mano de Obra,LH-PEO,Peón de Construcción,6,Hora Hombre,14.5
REP-SYN-0042,2026-06-30,EST-CON,Material,MAT-CEM,Cemento Portland Tipo I (bolsa 42.5kg),34.86,Bolsa,24.5
REP-SYN-0042,2026-06-30,EST-CON,Material,MAT-ACE,Acero de refuerzo corrugado fy=4200 kg/cm2,229.18,kg,4.8
REP-SYN-0042,2026-06-30,EST-CON,Material,MAT-ARE,Arena gruesa para mezclas,2.14,m3,65
REP-SYN-0042,2026-06-30,EST-CON,Material,MAT-PIE,"Piedra chancada de 1/2""",3.33,m3,72
REP-SYN-0042,2026-06-30,EST-CON,Equipo,EQ-MEZ,Mezcladora de concreto trompo 9p3,5.28,Hora Máquina,15
REP-SYN-0042,2026-06-30,EST-CON,Equipo,EQ-VIB,"Vibradora de concreto naftera 2""",5.22,Hora Máquina,8.5
